Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,,,
,,,,,,,,,,,,4-nov,429,34.1,,16,dal 8/10 al 21/10,,,23,Umbria,146.0188588,,,,
,,,,,,,,,,,,5-nov,437,24.1,,16,dal 8/10 al 21/10,1.45,14/10,23,Umbria,150.3259839,,,,
,,,,,,,,,,,,6-nov,442,14.9,,16,dal 8/10 al 21/10,,,23,Umbria,153.0179371,,,,
,,,,,,,,,,,,7-nov,465,22.5,,16,dal 8/10 al 21/10,,,23,Umbria,165.4009217,,,,
,,,,,,,,,,,,8-nov,453,9.3,,16,dal 8/10 al 21/10,,,23,Umbria,158.9402341,,,,
,,,,,,,,,,,,9-nov,466,14.8,1.53,16,dal 15/10 al 28/10,1.44,21/10,23,Umbria,165.9393124,,,,
,,,,,,,,,,,,10-nov,474,13.3,,16,dal 15/10 al 28/10,,,23,Umbria,170.2464375,,,,
,,,,,,,,,,,,11-nov,476,10.9,,16,dal 15/10 al 28/10,,,23,Umbria,171.3232187,,,,
,,,,,,,,,,,,12-nov,478,9.2,,16,dal 15/10 al 28/10,,,23,Umbria,172.4,,,,
,,,,,,,,,,,,13-nov,459,4,1.43,16,dal 22/10 al 4/11,1.43,28/10,23,Umbria,162.1705779,,,,
,,,,,,,,,,,,14-nov,447,-3.9,,16,dal 22/10 al 4/11,,,23,Umbria,155.7098902,,,,
,,,,,,,,,,,,15-nov,446,-1.4,,16,dal 22/10 al 4/11,,,23,Umbria,155.1714996,,,,
,,,,,,,,,,,,16-nov,443,-5,,16,dal 22/10 al 4/11,,,23,Umbria,153.5563277,,,,
,,,,,,,,,,,,17-nov,428,-9.7,,16,dal 22/10 al 4/11,,,23,Umbria,145.4804681,,,,
,,,,,,,,,,,,18-nov,426,-10.5,,16,dal 22/10 al 4/11,,,23,Umbria,144.4036869,,,,
,,,,,,,,,,,,19-nov,400,-16.2,,16,dal 22/10 al 4/11,,,23,Umbria,130.4055303,,,,
,,,,,,,,,,,,20-nov,377,-18,1.09,16,dal 28/10 al 10/11,1.06,4/11,23,Umbria,118.0225456,,,,
,,,,,,,,,,,,21-nov,357,-20.1,,16,dal 28/10 al 10/11,,,23,Umbria,107.2547329,,,,
,,,,,,,,,,,,22-nov,328,-26.5,,16,dal 28/10 al 10/11,,,23,Umbria,91.6414044,,,,
,,,,,,,,,,,,23-nov,308,-30.5,,16,dal 28/10 al 10/11,,,23,Umbria,80.87359166,,,,
,,,,,,,,,,,,24-nov,293,-31.5,,16,dal 28/10 al 10/11,,,23,Umbria,72.7977321,,,,
,,,,,,,,,,,,25-nov,280,-34.4,,16,dal 28/10 al 10/11,,,23,Umbria,65.79865381,,,,
,,,,,,,,,,,,26-nov,256,-36.2,,16,dal 28/10 al 10/11,,,23,Umbria,52.87727852,,,,
,,,,,,,,,,,,27-nov,240,-36.1,0.86,16,dal 4/11 al 17/11,0.74,11/11,23,Umbria,44.26302832,,,,
,,,,,,,,,,,,28-nov,234,-34.6,,16,dal 4/11 al 17/11,,,23,Umbria,41.03268449,,,,
,,,,,,,,,,,,29-nov,223,-31.9,,16,dal 4/11 al 17/11,,,23,Umbria,35.11038748,,,,
,,,,,,,,,,,,30-nov,219,-28.8,,16,dal 4/11 al 17/11,,,23,Umbria,32.95682493,,,,
,,,,,,,,,,,,1-dic,211,-28,,16,dal 4/11 al 17/11,,,23,Umbria,28.64969984,,,,
,,,,,,,,,,,,2-dic,199,-29,,16,dal 4/11 al 17/11,,,23,Umbria,22.18901219,,,,
,,,,,,,,,,,,3-dic,192,-24.8,,16,dal 4/11 al 17/11,,,23,Umbria,18.42027773,,,,
,,,,,,,,,,,,4-dic,182,-24.5,0.71,16,dal 11/11 al 24/11,0.71,18/11,23,Umbria,13.03637135,,,,
,,,,,,,,,,,,5-dic,168,-28.2,,16,dal 11/11 al 24/11,,,23,Umbria,5.498902432,,,,
,,,,,,,,,,,,6-dic,159,-28.8,,16,dal 11/11 al 24/11,,,23,Umbria,0.653386696,,,,
,,,,,,,,,,,,7-dic,159,-27.6,,16,dal 11/11 al 24/11,,,23,Umbria,0.653386696,,,,
,,,,,,,,,,,,8-dic,158,-25.2,,16,dal 11/11 al 24/11,,,23,Umbria,0.114996058,,,,
,,,,,,,,,,,,9-dic,136,-31.3,,16,dal 11/11 al 24/11,,,23,Umbria,-11.72959796,,,,
,,,,,,,,,,,,10-dic,125,-35.2,,16,dal 11/11 al 24/11,,,23,Umbria,-17.65189497,,,,
,,,,,,,,,,,,11-dic,130,-28.2,0.73,16,dal 18/11 al 1/12,0.66,25/11,23,Umbria,-14.95994179,,,,
,,,,,,,,,,,,12-dic,129,-23.3,,16,dal 18/11 al 1/12,,,23,Umbria,-15.49833242,,,,
,,,,,,,,,,,,13-dic,119,-25.5,,16,dal 18/11 al 1/12,,,23,Umbria,-20.8822388,,,,
,,,,,,,,,,,,14-dic,117,-26.5,,16,dal 18/11 al 1/12,,,23,Umbria,-21.95902007,,,,
,,,,,,,,,,,,15-dic,122,-22.8,,16,dal 18/11 al 1/12,,,23,Umbria,-19.26706688,,,,
,,,,,,,,,,,,16-dic,131,-4.1,,16,dal 18/11 al 1/12,,,23,Umbria,-14.42155115,,,,
,,,,,,,,,,,,17-dic,131,4.8,,16,dal 18/11 al 1/12,,,23,Umbria,-14.42155115,,,,
,,,,,,,,,,,,18-dic,122,-6.5,0.75,16,dal 25/11 al 8/12,0.75,2/12,23,Umbria,-19.26706688,,,,
,,,,,,,,,,,,19-dic,123,-4.6,,16,dal 25/11 al 8/12,,,23,Umbria,-18.72867625,,,,
,,,,,,,,,,,,20-dic,119,0.5,,16,dal 25/11 al 8/12,,,23,Umbria,-20.8822388,,,,
,,,,,,,,,,,,21-dic,118,1.3,,16,dal 25/11 al 8/12,,,23,Umbria,-21.42062943,,,,
,,,,,,,,,,,,22-dic,111,-8.9,,16,dal 25/11 al 8/12,,,23,Umbria,-25.1893639,,,,
,,,,,,,,,,,,23-dic,110,-16.3,,16,dal 25/11 al 8/12,,,23,Umbria,-25.72775453,,,,
,,,,,,,,,,,,24-dic,111,-15.1,0.78,16,dal 1/12 al 14/12,0.76,8/12,23,Umbria,-25.1893639,,,,
,,,,,,,,,,,,25-dic,121,-0.7,,16,dal 1/12 al 14/12,,,23,Umbria,-19.80545752,,,,
,,,,,,,,,,,,26-dic,102,-16.9,,16,dal 1/12 al 14/12,,,23,Umbria,-30.03487963,,,,
,,,,,,,,,,,,27-dic,93,-21.7,,16,dal 1/12 al 14/12,,,23,Umbria,-34.88039537,,,,
,,,,,,,,,,,,28-dic,99,-16.6,,16,dal 1/12 al 14/12,,,23,Umbria,-31.65005154,,,,
,,,,,,,,,,,,29-dic,104,-6.2,,16,dal 1/12 al 14/12,,,23,Umbria,-28.95809836,,,,
,,,,,,,,,,,,30-dic,126,14.6,0.82,16,dal 8/12 al 21/12,0.8,15/12,23,Umbria,-17.11350434,,,,
,,,,,,,,,,,,31-dic,138,24.2,,16,dal 8/12 al 21/12,,,23,Umbria,-10.65281669,,,,
,,,,,,,,,,,,1-gen,137,13.4,,16,dal 8/12 al 21/12,,,23,Umbria,-11.19120733,,,,
,,,,,,,,,,,,2-gen,137,34.4,,16,dal 8/12 al 21/12,,,23,Umbria,-11.19120733,,,,
,,,,,,,,,,,,3-gen,156,67.2,,16,dal 8/12 al 21/12,,,23,Umbria,-0.961785216,,,,
,,,,,,,,,,,,4-gen,152,54.3,,16,dal 8/12 al 21/12,,,23,Umbria,-3.115347765,,,,
,,,,,,,,,,,,5-gen,160,54.3,,16,dal 8/12 al 21/12,,,23,Umbria,1.191777333,,,,
,,,,,,,,,,,,6-gen,160,27.8,,16,dal 8/12 al 21/12,,,23,Umbria,1.191777333,,,,
,,,,,,,,,,,,7-gen,134,-3,,16,dal 8/12 al 21/12,,,23,Umbria,-12.80637924,,,,
,,,,,,,,,,,,8-gen,132,-3.7,1,16,dal 15/12 al 28/12,1.01,22/12,23,Umbria,-13.88316051,,,,
,,,,,,,,,,,,9-gen,160,16.6,,16,dal 15/12 al 28/12,,,23,Umbria,1.191777333,,,,
,,,,,,,,,,,,10-gen,166,6.5,,16,dal 15/12 al 28/12,,,23,Umbria,4.422121157,,,,
,,,,,,,,,,,,11-gen,166,8.9,,16,dal 15/12 al 28/12,,,23,Umbria,4.422121157,,,,
,,,,,,,,,,,,12-gen,162,1.2,,16,dal 15/12 al 28/12,,,23,Umbria,2.268558608,,,,
,,,,,,,,,,,,13-gen,158,-1.6,,16,dal 15/12 al 28/12,,,23,Umbria,0.114996058,,,,
,,,,,,,,,,,,14-gen,174,30.4,,16,dal 15/12 al 28/12,,,23,Umbria,8.729246256,,,,
,,,,,,,,,,,,15-gen,176,33.4,1.21,16,dal 23/12 al 5/1,1.29,30/12,23,Umbria,9.80602753,,,,
,,,,,,,,,,,,16-gen,170,6.4,,16,dal 23/12 al 5/1,,,23,Umbria,6.575683706,,,,
,,,,,,,,,,,,17-gen,158,-4.7,,16,dal 23/12 al 5/1,,,23,Umbria,0.114996058,,,,
,,,,,,,,,,,,18-gen,163,-1.3,,16,dal 23/12 al 5/1,,,23,Umbria,2.806949245,,,,
,,,,,,,,,,,,19-gen,166,2.1,,16,dal 23/12 al 5/1,,,23,Umbria,4.422121157,,,,
,,,,,,,,,,,,20-gen,162,2.9,,16,dal 23/12 al 5/1,,,23,Umbria,2.268558608,,,,
,,,,,,,,,,,,21-gen,171,-2,,16,dal 23/12 al 5/1,,,23,Umbria,7.114074344,,,,
,,,,,,,,,,,,22-gen,179,1.7,1.11,16,dal 30/12 al 12/1,1.05,6/1,23,Umbria,11.42119944,,,,
,,,,,,,,,,,,23-gen,190,11.4,,16,dal 30/12 al 12/1,,,23,Umbria,17.34349645,,,,
,,,,,,,,,,,,24-gen,200,26.4,,16,dal 30/12 al 12/1,,,23,Umbria,22.72740283,,,,
,,,,,,,,,,,,25-gen,197,20.5,,16,dal 30/12 al 12/1,,,23,Umbria,21.11223091,,,,
,,,,,,,,,,,,26-gen,203,22.3,,16,dal 30/12 al 12/1,,,23,Umbria,24.34257474,,,,
,,,,,,,,,,,,27-gen,218,34.5,,16,dal 30/12 al 12/1,,,23,Umbria,32.4184343,,,,
,,,,,,,,,,,,28-gen,228,33.2,,16,dal 30/12 al 12/1,,,23,Umbria,37.80234067,,,,
,,,,,,,,,,,,,,,,16,,,,23,,,,,,
,,,,,,,,,,,,,,,,16,,,,23,,,,,,
,,,,,,,,,,,,,,,,16,,,,23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54,0.65,158.7,-102.8611111,158.7,-39.8,60.6741573,39.3258427,79.94962217,20.05037783,60.6741573,39.3258427,18-set,13,47.8,0.86,17,dal 27/8 al 9/9,,,5,Abruzzo,-93.51964286,158.7,,,
,,,,,,,,,,,,19-set,12,40.7,,17,dal 27/8 al 9/9,,,5,Abruzzo,-94.23821734,,,,
,,,,,,,,,,,,20-set,9,-1.6,,17,dal 27/8 al 9/9,,,5,Abruzzo,-96.39394078,,,,
,,,,,,,,,,,,21-set,15,73.9,,17,dal 27/8 al 9/9,,,5,Abruzzo,-92.08249389,,,,
,,,,,,,,,,,,22-set,15,63.6,,17,dal 27/8 al 9/9,,,5,Abruzzo,-92.08249389,,,,
,,,,,,,,,,,,23-set,15,54.3,,17,dal 27/8 al 9/9,,,5,Abruzzo,-92.08249389,,,,
,,,,,,,,,,,,24-set,14,21.2,,17,dal 27/8 al 9/9,,,5,Abruzzo,-92.80106838,,,,
,,,,,,,,,,,,25-set,14,5.9,1.1,17,dal 3/9 al 16/9,,,5,Abruzzo,-92.80106838,,,,
,,,,,,,,,,,,26-set,15,23.3,,17,dal 3/9 al 16/9,,,5,Abruzzo,-92.08249389,,,,
,,,,,,,,,,,,27-set,19,99.2,,17,dal 3/9 al 16/9,,,5,Abruzzo,-89.20819597,,,,
,,,,,,,,,,,,28-set,13,-9.8,,17,dal 3/9 al 16/9,,,5,Abruzzo,-93.51964286,,,,
,,,,,,,,,,,,29-set,13,-12.4,,17,dal 3/9 al 16/9,,,5,Abruzzo,-93.51964286,,,,
,,,,,,,,,,,,30-set,13,-14.6,,17,dal 3/9 al 16/9,,,5,Abruzzo,-93.51964286,,,,
,,,,,,,,,,,,1-ott,14,0,,17,dal 3/9 al 16/9,,,5,Abruzzo,-92.80106838,,,,
,,,,,,,,,,,,2-ott,14,0.6,1.17,17,dal 10/9 al 23/9,,,5,Abruzzo,-92.80106838,,,,
,,,,,,,,,,,,3-ott,16,5.6,,17,dal 10/9 al 23/9,,,5,Abruzzo,-91.36391941,,,,
,,,,,,,,,,,,4-ott,15,-18.9,,17,dal 10/9 al 23/9,,,5,Abruzzo,-92.08249389,,,,
,,,,,,,,,,,,5-ott,17,28.2,,17,dal 10/9 al 23/9,,,5,Abruzzo,-90.64534493,,,,
,,,,,,,,,,,,6-ott,20,52.7,,17,dal 10/9 al 23/9,,,5,Abruzzo,-88.48962149,,,,
,,,,,,,,,,,,7-ott,23,74.1,,17,dal 10/9 al 23/9,,,5,Abruzzo,-86.33389805,,,,
,,,,,,,,,,,,8-ott,25,82.5,,17,dal 10/9 al 23/9,,,5,Abruzzo,-84.89674908,,,,
,,,,,,,,,,,,9-ott,30,114.4,1.13,17,dal 17/9 al 30/9,,,5,Abruzzo,-81.30387668,,,,
,,,,,,,,,,,,10-ott,34,112.6,,17,dal 17/9 al 30/9,,,5,Abruzzo,-78.42957875,,,,
,,,,,,,,,,,,11-ott,37,143.7,,17,dal 17/9 al 30/9,,,5,Abruzzo,-76.27385531,,,,
,,,,,,,,,,,,12-ott,43,154.7,,17,dal 17/9 al 30/9,,,5,Abruzzo,-71.96240842,,,,
,,,,,,,,,,,,13-ott,51,158.1,,17,dal 17/9 al 30/9,,,5,Abruzzo,-66.21381258,,,,
,,,,,,,,,,,,14-ott,56,146.6,,17,dal 17/9 al 30/9,,,5,Abruzzo,-62.62094017,,,,
,,,,,,,,,,,,15-ott,66,158.7,1.18,17,dal 24/9 al 7/10,,,5,Abruzzo,-55.43519536,,,,
,,,,,,,,,,,,16-ott,72,142,,17,dal 24/9 al 7/10,,,5,Abruzzo,-51.12374847,,,,
,,,,,,,,,,,,17-ott,76,125.7,,17,dal 24/9 al 7/10,,,5,Abruzzo,-48.24945055,,,,
,,,,,,,,,,,,18-ott,87,136.9,,17,dal 24/9 al 7/10,,,5,Abruzzo,-40.34513126,,,,
,,,,,,,,,,,,19-ott,90,107,,17,dal 24/9 al 7/10,,,5,Abruzzo,-38.18940781,,,,
,,,,,,,,,,,,20-ott,93,82.3,,17,dal 24/9 al 7/10,,,5,Abruzzo,-36.03368437,,,,
,,,,,,,,,,,,21-ott,102,83.6,,17,dal 24/9 al 7/10,,,5,Abruzzo,-29.56651404,,,,
,,,,,,,,,,,,22-ott,110,67.1,,17,dal 24/9 al 7/10,,,5,Abruzzo,-23.81791819,,,,
,,,,,,,,,,,,23-ott,114,59.7,1.5,17,dal 1/10 al 14/10,,,5,Abruzzo,-20.94362027,,,,
,,,,,,,,,,,,24-ott,132,73.9,,17,dal 1/10 al 14/10,,,5,Abruzzo,-8.009279609,,,,
,,,,,,,,,,,,25-ott,143,64.6,,17,dal 1/10 al 14/10,,,5,Abruzzo,-0.104960317,,,,
,,,,,,,,,,,,26-ott,157,75.5,,17,dal 1/10 al 14/10,,,5,Abruzzo,9.955082418,,,,
,,,,,,,,,,,,27-ott,170,83.3,,17,dal 1/10 al 14/10,,,5,Abruzzo,19.29655067,,,,
,,,,,,,,,,,,28-ott,184,79.6,,17,dal 1/10 al 14/10,,,5,Abruzzo,29.35659341,,,,
,,,,,,,,,,,,29-ott,197,78.9,,17,dal 1/10 al 14/10,,,5,Abruzzo,38.69806166,,,,
,,,,,,,,,,,,30-ott,212,85.1,1.4,17,dal 8/10 al 21/10,,,5,Abruzzo,49.47667888,,,,
,,,,,,,,,,,,31-ott,217,65.1,,17,dal 8/10 al 21/10,,,5,Abruzzo,53.06955128,,,,
,,,,,,,,,,,,1-nov,227,58.9,,17,dal 8/10 al 21/10,,,5,Abruzzo,60.25529609,,,,
,,,,,,,,,,,,2-nov,237,50.4,,17,dal 8/10 al 21/10,,,5,Abruzzo,67.4410409,,,,
,,,,,,,,,,,,3-nov,256,51.1,,17,dal 8/10 al 21/10,,,5,Abruzzo,81.09395604,,,,
,,,,,,,,,,,,4-nov,255,39.2,,17,dal 8/10 al 21/10,,,5,Abruzzo,80.37538156,,,,
,,,,,,,,,,,,5-nov,262,33,,17,dal 8/10 al 21/10,1.13,14/10,5,Abruzzo,85.40540293,,,,
,,,,,,,,,,,,6-nov,259,22.5,,17,dal 8/10 al 21/10,,,5,Abruzzo,83.24967949,,,,
,,,,,,,,,,,,7-nov,258,18.6,,17,dal 8/10 al 21/10,,,5,Abruzzo,82.53110501,,,,
,,,,,,,,,,,,8-nov,265,16.9,,17,dal 8/10 al 21/10,,,5,Abruzzo,87.56112637,,,,
,,,,,,,,,,,,9-nov,276,16.7,1.54,17,dal 15/10 al 28/10,1.51,21/10,5,Abruzzo,95.46544567,,,,
,,,,,,,,,,,,10-nov,287,12.1,,17,dal 15/10 al 28/10,,,5,Abruzzo,103.369765,,,,
,,,,,,,,,,,,11-nov,306,19.6,,17,dal 15/10 al 28/10,,,5,Abruzzo,117.0226801,,,,
,,,,,,,,,,,,12-nov,304,15.9,,17,dal 15/10 al 28/10,,,5,Abruzzo,115.5855311,,,,
,,,,,,,,,,,,13-nov,326,25.5,1.35,17,dal 22/10 al 4/11,1.34,28/10,5,Abruzzo,131.3941697,,,,
,,,,,,,,,,,,14-nov,364,41.2,,17,dal 22/10 al 4/11,,,5,Abruzzo,158.7,,,,
,,,,,,,,,,,,15-nov,356,34.1,,17,dal 22/10 al 4/11,,,5,Abruzzo,152.9514042,,,,
,,,,,,,,,,,,16-nov,357,29.2,,17,dal 22/10 al 4/11,,,5,Abruzzo,153.6699786,,,,
,,,,,,,,,,,,17-nov,356,23.8,,17,dal 22/10 al 4/11,,,5,Abruzzo,152.9514042,,,,
,,,,,,,,,,,,18-nov,354,15.9,,17,dal 22/10 al 4/11,,,5,Abruzzo,151.5142552,,,,
,,,,,,,,,,,,19-nov,362,19.3,,17,dal 22/10 al 4/11,,,5,Abruzzo,157.262851,,,,
,,,,,,,,,,,,20-nov,364,11.8,1.29,17,dal 28/10 al 10/11,1.32,4/11,5,Abruzzo,158.7,,,,
,,,,,,,,,,,,21-nov,334,-8.4,,17,dal 28/10 al 10/11,,,5,Abruzzo,137.1427656,,,,
,,,,,,,,,,,,22-nov,341,-4.2,,17,dal 28/10 al 10/11,,,5,Abruzzo,142.1727869,,,,
,,,,,,,,,,,,23-nov,340,-4.7,,17,dal 28/10 al 10/11,,,5,Abruzzo,141.4542125,,,,
,,,,,,,,,,,,24-nov,326,-8.4,,17,dal 28/10 al 10/11,,,5,Abruzzo,131.3941697,,,,
,,,,,,,,,,,,25-nov,324,-8.4,,17,dal 28/10 al 10/11,,,5,Abruzzo,129.9570208,,,,
,,,,,,,,,,,,26-nov,318,-12.2,,17,dal 28/10 al 10/11,,,5,Abruzzo,125.6455739,,,,
,,,,,,,,,,,,27-nov,303,-16.7,1.11,17,dal 4/11 al 17/11,1.06,11/11,5,Abruzzo,114.8669567,,,,
,,,,,,,,,,,,28-nov,303,-9.3,,17,dal 4/11 al 17/11,,,5,Abruzzo,114.8669567,,,,
,,,,,,,,,,,,29-nov,291,-14.5,,17,dal 4/11 al 17/11,,,5,Abruzzo,106.2440629,,,,
,,,,,,,,,,,,30-nov,285,-16.2,,17,dal 4/11 al 17/11,,,5,Abruzzo,101.932616,,,,
,,,,,,,,,,,,1-dic,274,-15.7,,17,dal 4/11 al 17/11,,,5,Abruzzo,94.0282967,,,,
,,,,,,,,,,,,2-dic,256,-21.1,,17,dal 4/11 al 17/11,,,5,Abruzzo,81.09395604,,,,
,,,,,,,,,,,,3-dic,243,-23.8,,17,dal 4/11 al 17/11,,,5,Abruzzo,71.75248779,,,,
,,,,,,,,,,,,4-dic,235,-22.6,0.9,17,dal 11/11 al 24/11,0.85,18/11,5,Abruzzo,66.00389194,,,,
,,,,,,,,,,,,5-dic,223,-26.3,,17,dal 11/11 al 24/11,,,5,Abruzzo,57.38099817,,,,
,,,,,,,,,,,,6-dic,214,-26.5,,17,dal 11/11 al 24/11,,,5,Abruzzo,50.91382784,,,,
,,,,,,,,,,,,7-dic,181,-36.5,,17,dal 11/11 al 24/11,,,5,Abruzzo,27.20086996,,,,
,,,,,,,,,,,,8-dic,175,-36.4,,17,dal 11/11 al 24/11,,,5,Abruzzo,22.88942308,,,,
,,,,,,,,,,,,9-dic,166,-35.3,,17,dal 11/11 al 24/11,,,5,Abruzzo,16.42225275,,,,
,,,,,,,,,,,,10-dic,153,-37,,17,dal 11/11 al 24/11,,,5,Abruzzo,7.080784493,,,,
,,,,,,,,,,,,11-dic,142,-39.6,0.82,17,dal 18/11 al 1/12,0.8,25/11,5,Abruzzo,-0.823534799,,,,
,,,,,,,,,,,,12-dic,134,-39.8,,17,dal 18/11 al 1/12,,,5,Abruzzo,-6.572130647,,,,
,,,,,,,,,,,,13-dic,138,-35.5,,17,dal 18/11 al 1/12,,,5,Abruzzo,-3.697832723,,,,
,,,,,,,,,,,,14-dic,143,-20.9,,17,dal 18/11 al 1/12,,,5,Abruzzo,-0.104960317,,,,
,,,,,,,,,,,,15-dic,127,-27.4,,17,dal 18/11 al 1/12,,,5,Abruzzo,-11.60215201,,,,
,,,,,,,,,,,,16-dic,126,-23.8,,17,dal 18/11 al 1/12,,,5,Abruzzo,-12.3207265,,,,
,,,,,,,,,,,,17-dic,128,-16.6,,17,dal 18/11 al 1/12,,,5,Abruzzo,-10.88357753,,,,
,,,,,,,,,,,,18-dic,125,-12,0.8,17,dal 25/11 al 8/12,0.82,2/12,5,Abruzzo,-13.03930098,,,,
,,,,,,,,,,,,19-dic,116,-13.9,,17,dal 25/11 al 8/12,,,5,Abruzzo,-19.50647131,,,,
,,,,,,,,,,,,20-dic,106,-23.3,,17,dal 25/11 al 8/12,,,5,Abruzzo,-26.69221612,,,,
,,,,,,,,,,,,21-dic,96,-32.9,,17,dal 25/11 al 8/12,,,5,Abruzzo,-33.87796093,,,,
,,,,,,,,,,,,22-dic,95,-25,,17,dal 25/11 al 8/12,,,5,Abruzzo,-34.59653541,,,,
,,,,,,,,,,,,23-dic,95,-24.7,,17,dal 25/11 al 8/12,,,5,Abruzzo,-34.59653541,,,,
,,,,,,,,,,,,24-dic,93,-26.8,0.73,17,dal 1/12 al 14/12,0.7,8/12,5,Abruzzo,-36.03368437,,,,
,,,,,,,,,,,,25-dic,102,-18.2,,17,dal 1/12 al 14/12,,,5,Abruzzo,-29.56651404,,,,
,,,,,,,,,,,,26-dic,93,-19.7,,17,dal 1/12 al 14/12,,,5,Abruzzo,-36.03368437,,,,
,,,,,,,,,,,,27-dic,78,-26.3,,17,dal 1/12 al 14/12,,,5,Abruzzo,-46.81230159,,,,
,,,,,,,,,,,,28-dic,76,-20.7,,17,dal 1/12 al 14/12,,,5,Abruzzo,-48.24945055,,,,
,,,,,,,,,,,,29-dic,73,-23,,17,dal 1/12 al 14/12,,,5,Abruzzo,-50.40517399,,,,
,,,,,,,,,,,,30-dic,75,-21.1,0.69,17,dal 8/12 al 21/12,0.65,15/12,5,Abruzzo,-48.96802503,,,,
,,,,,,,,,,,,31-dic,93,-0.7,,17,dal 8/12 al 21/12,,,5,Abruzzo,-36.03368437,,,,
,,,,,,,,,,,,1-gen,98,-3.9,,17,dal 8/12 al 21/12,,,5,Abruzzo,-32.44081197,,,,
,,,,,,,,,,,,2-gen,97,4.9,,17,dal 8/12 al 21/12,,,5,Abruzzo,-33.15938645,,,,
,,,,,,,,,,,,3-gen,111,43,,17,dal 8/12 al 21/12,,,5,Abruzzo,-23.09934371,,,,
,,,,,,,,,,,,4-gen,117,54.3,,17,dal 8/12 al 21/12,,,5,Abruzzo,-18.78789683,,,,
,,,,,,,,,,,,5-gen,130,77.7,,17,dal 8/12 al 21/12,,,5,Abruzzo,-9.446428571,,,,
,,,,,,,,,,,,6-gen,137,82.4,,17,dal 8/12 al 21/12,,,5,Abruzzo,-4.416407204,,,,
,,,,,,,,,,,,7-gen,119,28.8,,17,dal 8/12 al 21/12,,,5,Abruzzo,-17.35074786,,,,
,,,,,,,,,,,,8-gen,100,2.3,0.89,17,dal 15/12 al 28/12,0.9,22/12,5,Abruzzo,-31.003663,,,,
,,,,,,,,,,,,9-gen,129,32.7,,17,dal 15/12 al 28/12,,,5,Abruzzo,-10.16500305,,,,
,,,,,,,,,,,,10-gen,137,23.2,,17,dal 15/12 al 28/12,,,5,Abruzzo,-4.416407204,,,,
,,,,,,,,,,,,11-gen,137,16.7,,17,dal 15/12 al 28/12,,,5,Abruzzo,-4.416407204,,,,
,,,,,,,,,,,,12-gen,133,1.9,,17,dal 15/12 al 28/12,,,5,Abruzzo,-7.290705128,,,,
,,,,,,,,,,,,13-gen,129,-5.9,,17,dal 15/12 al 28/12,,,5,Abruzzo,-10.16500305,,,,
,,,,,,,,,,,,14-gen,131,9.6,,17,dal 15/12 al 28/12,,,5,Abruzzo,-8.72785409,,,,
,,,,,,,,,,,,15-gen,137,36.6,1.12,17,dal 23/12 al 5/1,1.18,30/12,5,Abruzzo,-4.416407204,,,,
,,,,,,,,,,,,16-gen,121,-5.9,,17,dal 23/12 al 5/1,,,5,Abruzzo,-15.9135989,,,,
,,,,,,,,,,,,17-gen,119,-13.2,,17,dal 23/12 al 5/1,,,5,Abruzzo,-17.35074786,,,,
,,,,,,,,,,,,18-gen,118,-13.9,,17,dal 23/12 al 5/1,,,5,Abruzzo,-18.06932234,,,,
,,,,,,,,,,,,19-gen,115,-13.2,,17,dal 23/12 al 5/1,,,5,Abruzzo,-20.22504579,,,,
,,,,,,,,,,,,20-gen,112,-12.6,,17,dal 23/12 al 5/1,,,5,Abruzzo,-22.38076923,,,,
,,,,,,,,,,,,21-gen,109,-16.6,,17,dal 23/12 al 5/1,,,5,Abruzzo,-24.53649267,,,,
,,,,,,,,,,,,22-gen,115,-16,1.05,17,dal 30/12 al 12/1,1.05,6/1,5,Abruzzo,-20.22504579,,,,
,,,,,,,,,,,,23-gen,117,-3.6,,17,dal 30/12 al 12/1,,,5,Abruzzo,-18.78789683,,,,
,,,,,,,,,,,,24-gen,120,0.6,,17,dal 30/12 al 12/1,,,5,Abruzzo,-16.63217338,,,,
,,,,,,,,,,,,25-gen,117,-1,,17,dal 30/12 al 12/1,,,5,Abruzzo,-18.78789683,,,,
,,,,,,,,,,,,26-gen,120,4,,17,dal 30/12 al 12/1,,,5,Abruzzo,-16.63217338,,,,
,,,,,,,,,,,,27-gen,125,11,,17,dal 30/12 al 12/1,,,5,Abruzzo,-13.03930098,,,,
,,,,,,,,,,,,28-gen,129,18.3,,17,dal 30/12 al 12/1,,,5,Abruzzo,-10.16500305,,,,
,,,,,,,,,,,,,,,,17,,,,5,,,,,,
,,,,,,,,,,,,,,,,17,,,,5,,,,,,
,,,,,,,,,,,,,,,,17,,,,5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1,0.61,350,-124.0909091,350,-57.7,73.82550336,26.17449664,85.84743684,14.15256316,73.82550336,26.17449664,18-set,7,-12,0.75,18,dal 27/8 al 9/9,,,15,Molise,-112.9917908,350,,,
,,,,,,,,,,,,19-set,8,-14.3,,18,dal 27/8 al 9/9,,,15,Molise,-111.4062025,,,,
